province,city,type,kode_faskes,NamaFaskes,gmap_url,address,telephone,lat,lng
Sumatera Utara,Kab. Toba Samosir,Puskesmas,02181305,Lumban Julu,"http://maps.google.co.id/?q=2.580923,99.045652",Kompleks Kantor Camat Lbn Julu,0-08139640822,2.580923,99.045652
Sumatera Utara,Kab. Toba Samosir,Puskesmas,02181401,Nassau,"http://maps.google.co.id/?q=2.267778,99.433232",Nassau,0-08126025196,2.267778,99.433232
Sumatera Utara,Kab. Toba Samosir,Klinik Utama,0026U007,dr. Christian Johannes L,"http://maps.google.co.id/?q=2.3547846,99.1270571",Desa Situluama Kec. Laguboti,0813-081375555,2.3547846,99.1270571
Sumatera Utara,Kab. Toba Samosir,Klinik Pratama,00260002,Klinik Polres Toba Samosir,"http://maps.google.co.id/?q=2.461736,99.136017",Jl. Sipinggol Dolok Porsea,0813-081361910,2.461736,99.136017
Sumatera Utara,Kab. Toba Samosir,Klinik Pratama,0026B000,Bp Maristella,"http://maps.google.co.id/?q=2.33532,99.06441",Jl. D.I Panjaitan No.45,0812-081262019,2.33532,99.06441
Sumatera Utara,Kab. Toba Samosir,Klinik Pratama,0026B002,Klinik Harapan Baru,"http://maps.google.co.id/?q=2.329989,99.0559346",Jl Patuan Nagari No. 28.,0813-081376098,2.329989,99.0559346
Sumatera Utara,Kab. Toba Samosir,Klinik Pratama,0026B003,PT. Inalum Paritohan,"http://maps.google.co.id/?q=2.5291836,99.2706186","Paritohan, Pintu Pohan Meranti",0622-31331,2.5291836,99.2706186
Sumatera Utara,Kab. Toba Samosir,Klinik Pratama,0026B004,Pt. Margie Andalan,"http://maps.google.co.id/?q=2.4654559,99.1929626",Komplek Pt. Toba Pulp Lestari,0632-7346024,2.4654559,99.1929626
Sumatera Utara,Kab. Toba Samosir,Klinik Pratama,0026B005,Klinik St. Katarina,"http://maps.google.co.id/?q=2.3323062,99.06333563",Jalan Tandang Buhit,0813-67495778,2.3323062,99.06333563
Sumatera Utara,Kab. Labuhanbatu,Rumah Sakit,0027R007,RSU Elpi Al-Azis,"http://maps.google.co.id/?q=2.1124961,99.8124261",Jl. WR Supratman,0624-2600380,2.1124961,99.8124261
Sumatera Utara,Kab. Labuhanbatu,Rumah Sakit,0216R001,RSUD Rantauprapat,"http://maps.google.co.id/?q=2.094984,99.84534",Jln. K.H. Dewantara No. 129,0624-21228,2.094984,99.84534
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,00270103,Sei Penggantungan,"http://maps.google.co.id/?q=2.611388,100.074361",Jln.Besar Sei Penggantungan,,2.611388,100.074361
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,00270104,Gunung Selamat,"http://maps.google.co.id/?q=2.062564,99.696489",Gunung Selamat,,2.062564,99.696489
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,00270903,Tanjung Haloban,"http://maps.google.co.id/?q=2.436259,100.069308",Tanjung Haloban,0-081396433995,2.436259,100.069308
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,00270904,Lingga Tiga,"http://maps.google.co.id/?q=1.938775,99.869974",Jln.Besar Lingga Tiga,0-085358061622,1.938775,99.869974
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160101,Kota Rantau Prapat,"http://maps.google.co.id/?q=2.099163,99.82664",Jln.Cut Nyak Dien,0-085270305729,2.099163,99.82664
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160102,Parlayuan,"http://maps.google.co.id/?q=2.102908,99.82754",Puskesmas Parlayuan,0-081376894999,2.102908,99.82754
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160201,Sigambal,"http://maps.google.co.id/?q=2.053789,99.87099",Prof. H.M. Said ,0-081386886825,2.053789,99.87099
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160301,Perbaungan,"http://maps.google.co.id/?q=2.02612,99.91634",Jl.Bambu Kuning Perbaungan,0-0624520223,2.02612,99.91634
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160302,Suka Makmur,"http://maps.google.co.id/?q=2.129276,99.78131",Jl. Besar Suka Makmur,0-081375775342,2.129276,99.78131
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160303,Janji,"http://maps.google.co.id/?q=2.178381,99.777283",Jln Lintas Sumatera ,0-081264444904,2.178381,99.777283
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160801,Negeri Lama,"http://maps.google.co.id/?q=2.294842,100.1251",Negeri Lama,0-08126448812,2.294842,100.1251
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160802,Pangkatan,"http://maps.google.co.id/?q=2.1541,100.005",Protokol,,2.1541,100.005
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160901,Labuhan Bilik,"http://maps.google.co.id/?q=2.511031,100.1844",Kesehatan,0-082385786900,2.511031,100.1844
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02160902,Teluk Sentosa,"http://maps.google.co.id/?q=2.460996,100.1711",Teluk Sentosa,,2.460996,100.1711
Sumatera Utara,Kab. Labuhanbatu,Puskesmas,02161001,Sei Berombang,"http://maps.google.co.id/?q=2.617912,100.135",Jl.Besar Sei Beromban,0-085262486455,2.617912,100.135
Sumatera Utara,Kab. Labuhanbatu,Klinik Utama,0027U014,Dr  Sanny Raida Sitompul,"http://maps.google.co.id/?q=2.093718,99.82477",Imam Bonjol No. 64,0-062422812,2.093718,99.82477
Sumatera Utara,Kab. Labuhanbatu,Klinik Utama,0027U015,Dr H. Nauli Asdam Simbolon,"http://maps.google.co.id/?q=2.053463,99.873426",Jalan Belibis No 27,0-08126574044,2.053463,99.873426
Sumatera Utara,Kab. Labuhanbatu,Klinik Utama,0027U016,Dr Raja Lontung Mahmud Ritonga,"http://maps.google.co.id/?q=2.102858,99.914373",Dusun Purba Bangun,0-085357807771,2.102858,99.914373
Sumatera Utara,Kab. Labuhanbatu,Klinik Utama,0216U013,Dr Nahar Pasaribu,"http://maps.google.co.id/?q=2.103134,99.819159",Jl Ika Bina No 22,0-062423362,2.103134,99.819159
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,00270002,Poskes 01.10.03,"http://maps.google.co.id/?q=2.093526,99.826192",Jl. Pramuka,0624-08116230,2.093526,99.826192
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,00270003,Polres Labuhan Batu,"http://maps.google.co.id/?q=2.097912,99.828746",Jl. Mh Thamrin No 07 ,0000-000000,2.097912,99.828746
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B001,Klinik Rakyat,"http://maps.google.co.id/?q=2.090329,99.823719",Sisingamangaraja No 002C,0-08126286145,2.090329,99.823719
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B002,Klinik Sartika,"http://maps.google.co.id/?q=2.345531,100.053933",Protokol,0-081264339055,2.345531,100.053933
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B003,Klinik H. Abdul Salam,"http://maps.google.co.id/?q=2.043079,99.878472",Jln.S.Parman Lingga Tiga,0-082167687338,2.043079,99.878472
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B004,Klinik Serasi Malem,"http://maps.google.co.id/?q=2.054526,99.871662",Jalan Suka Dame Padang Pasir,0-081264444904,2.054526,99.871662
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B005,Klinik Aek Nabara Selatan,"http://maps.google.co.id/?q=2.054783,99.973351",Jalan Lintas Sumatera,0-0624 520629,2.054783,99.973351
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B006,Klinik Asian Agri Sehat,"http://maps.google.co.id/?q=2.051142,99.943184",Desa S2,0-061 4532388,2.051142,99.943184
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B007,Klinik Pt Pangkatan Indonesia,"http://maps.google.co.id/?q=2.151069,100.036249",Desa Pangkatan,0-081348569473,2.151069,100.036249
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B008,Klinik Asy Syifa,"http://maps.google.co.id/?q=2.049272,99.870364",Dewi Sartika,0-(0624) 21827,2.049272,99.870364
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B009,Klinik Pt Daya Labuhan Indah,"http://maps.google.co.id/?q=2.354136,100.116635",Desa Sei Tampang,0-085296105462,2.354136,100.116635
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B010,Klinik Kimia Farma,"http://maps.google.co.id/?q=2.104908,99.827958",Jalan Ahmad Yani No 128,0-0624 22395,2.104908,99.827958
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B011,Klinik Kebun Ajamu,"http://maps.google.co.id/?q=2.39336,100.158477",Ptpn Iv Desa Perkebunan Ajamu,0-0624 552172,2.39336,100.158477
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B012,Klinik Pt Socfindo Negeri Lama,"http://maps.google.co.id/?q=2.297094,100.138937",Pt Socfindo Kebun Negeri Lama,,2.297094,100.138937
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B014,Klinik Hj Nani,"http://maps.google.co.id/?q=2.093153,99.831249",Jl.Nenas No.03,0-085371763937,2.093153,99.831249
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B015,Klinik Asy Syfa Negeri Lama,"http://maps.google.co.id/?q=2.189246,100.022357",Jl. Besar Sei Mambang Km8,0-081396771123,2.189246,100.022357
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B016,Asian Agri Sehat Negeri Lama,"http://maps.google.co.id/?q=2.2676192,99.776348",Sidomulyo,0-0614532388,2.2676192,99.776348
Sumatera Utara,Kab. Labuhanbatu,Klinik Pratama,0027B017,Klinik Cisadane Sehat,"http://maps.google.co.id/?q=2.2432853,100.1894663",Kebun Negeri Lama Bilah Hilir,0-0624551160,2.2432853,100.1894663
Sumatera Utara,Kab. Asahan,Rumah Sakit,0028R007,RS Setio Husodo,"http://maps.google.co.id/?q=2.980609,99.630809",Jl. Sisingamangaraja No 67,0623-43394,2.980609,99.630809
Sumatera Utara,Kab. Asahan,Rumah Sakit,0028R010,RSU Wira Husada,"http://maps.google.co.id/?q=2.9769724,99.6151341",Jalan Kartini Nomor 209,0623-42532,2.9769724,99.6151341
Sumatera Utara,Kab. Asahan,Rumah Sakit,0028R014,RSU Bunda Mulia,"http://maps.google.co.id/?q=2.9838172,99.6103796",Abdi Setia Bakti (Terminal Mad,0812-63478494,2.9838172,99.6103796
Sumatera Utara,Kab. Asahan,Rumah Sakit,0215R001,RSUD H Abdul Manan Simatupang,"http://maps.google.co.id/?q=2.980646,99.621951",Jalan Sisingamangaraja No. 310,0623-41785,2.980646,99.621951
Sumatera Utara,Kab. Asahan,Rumah Sakit,0215R002,RSU Ibu Kartini,"http://maps.google.co.id/?q=2.974032,99.607438",Sech Silau Lingkungan V,0623-41663,2.974032,99.607438
Sumatera Utara,Kab. Asahan,Puskesmas,00280001,Prapat Janji,"http://maps.google.co.id/?q=2.885406,99.510571",Dusun Prapat Janji,0-085361143648,2.885406,99.510571
Sumatera Utara,Kab. Asahan,Puskesmas,00280002,Bagan Asahan,"http://maps.google.co.id/?q=2.707294,99.67491",Ampera No. 1 Dusun V,0-081376394396,2.707294,99.67491
Sumatera Utara,Kab. Asahan,Puskesmas,00280003,Sei Dadap,"http://maps.google.co.id/?q=2.960875,99.79828",Sei Dadap,,2.960875,99.79828
Sumatera Utara,Kab. Asahan,Puskesmas,00280004,Aek Ledong,"http://maps.google.co.id/?q=2.926369,99.69191",Aek Ledong,,2.926369,99.69191
Sumatera Utara,Kab. Asahan,Puskesmas,00280005,Setia Janji,"http://maps.google.co.id/?q=2.959627,99.8118",Setia Janji,,2.959627,99.8118
Sumatera Utara,Kab. Asahan,Puskesmas,00280802,Silo Laut,"http://maps.google.co.id/?q=3.111237,99.746016",Dusun I Desa Silo Lama,0-085297539933,3.111237,99.746016
Sumatera Utara,Kab. Asahan,Puskesmas,00280902,Sei Kepayang Barat,"http://maps.google.co.id/?q=2.977092,99.79763",Sei Kepayang Barat,,2.977092,99.79763
Sumatera Utara,Kab. Asahan,Puskesmas,02150601,Gambir Baru,"http://maps.google.co.id/?q=2.971692,99.67494",Fl. Tobing No. 32,0-08126280866,2.971692,99.67494
Sumatera Utara,Kab. Asahan,Puskesmas,02150602,Mutiara,"http://maps.google.co.id/?q=2.925983,99.45707",Mutiara Kisaran.,0-06234562666,2.925983,99.45707
Sumatera Utara,Kab. Asahan,Puskesmas,02150701,Binjai Serbangan,"http://maps.google.co.id/?q=3.000658,99.82153",Protokol No. 7,0-08116282342,3.000658,99.82153
Sumatera Utara,Kab. Asahan,Puskesmas,02150801,Simpang Empat,"http://maps.google.co.id/?q=2.913303,99.717836",Jl.Besar Simpang Empat,0-085261361239,2.913303,99.717836
Sumatera Utara,Kab. Asahan,Puskesmas,02150901,Sei Kepayang,"http://maps.google.co.id/?q=2.788049,99.89586",Dusun 1 Sei Kepayang.,0-081362279243,2.788049,99.89586
Sumatera Utara,Kab. Asahan,Puskesmas,02151001,Sei Apung,"http://maps.google.co.id/?q=2.946791,99.78805",Besar Bagan Asahan,00-08136155115,2.946791,99.78805
Sumatera Utara,Kab. Asahan,Puskesmas,02151101,Air Batu,"http://maps.google.co.id/?q=2.806684,99.53003",Jl. Lintas Sumatera Dusun Ii,,2.806684,99.53003
Sumatera Utara,Kab. Asahan,Puskesmas,02151102,Hessa Air Genting,"http://maps.google.co.id/?q=2.92924,99.86082",Lintas Sumatera Km 11,0-08136149132,2.92924,99.86082
Sumatera Utara,Kab. Asahan,Puskesmas,02151201,Tinggi Raja,"http://maps.google.co.id/?q=2.828593,99.546816",Jl. Mesjid Pekan I Tinggi Raja,0-08116282342,2.828593,99.546816
Sumatera Utara,Kab. Asahan,Puskesmas,02151301,Pulau Rakyat,"http://maps.google.co.id/?q=2.839318,99.69378",Pelita No 9,0-081396116622,2.839318,99.69378
Sumatera Utara,Kab. Asahan,Puskesmas,02151302,Aek Loba,"http://maps.google.co.id/?q=2.922982,99.54161",Lingkungan Ii,0-08116093262,2.922982,99.54161
Sumatera Utara,Kab. Asahan,Puskesmas,02151401,Aek Songsongan,"http://maps.google.co.id/?q=2.974424,99.644",Lintas Sigura - Gura,0-081260666753,2.974424,99.644
Sumatera Utara,Kab. Asahan,Puskesmas,02151501,Bandar Pasir Mandoge,"http://maps.google.co.id/?q=3.053703,99.65231",Besar Bandar Pasir Mandoge,0-081375063567,3.053703,99.65231
Sumatera Utara,Kab. Asahan,Puskesmas,02151601,Meranti,"http://maps.google.co.id/?q=3.097577,99.628373",Desa Serdang Dsn I,0-08126595650,3.097577,99.628373
Sumatera Utara,Kab. Asahan,Puskesmas,02151602,Rawang Pasar Iv,"http://maps.google.co.id/?q=2.850248,99.55926",Jl. Besar Rawang Panca Arga,0-081376393151,2.850248,99.55926
Sumatera Utara,Kab. Asahan,Puskesmas,02151701,Sidodadi,"http://maps.google.co.id/?q=2.992547,99.79974",Desa Sei Renggas.,,2.992547,99.79974
Sumatera Utara,Kab. Asahan,Klinik Utama,0028U012,Dr H Rahmat Abdi Sinaga,"http://maps.google.co.id/?q=2.639518,99.60252",Sei Piring No 62,0-081375650251,2.639518,99.60252
Sumatera Utara,Kab. Asahan,Klinik Utama,0028U013,Dr Patar M T Panjaitan,"http://maps.google.co.id/?q=2.605459,99.51463",Jl.Diponegoro No 347,0-062344144,2.605459,99.51463
Sumatera Utara,Kab. Asahan,Klinik Utama,0028U015,Dr Eka Wildasari,"http://maps.google.co.id/?q=2.998368,99.707658",Jalan Syach Silau Pasar Xi,0-081263457550,2.998368,99.707658
Sumatera Utara,Kab. Asahan,Klinik Utama,0028U017,Dr Mhd Iqbal Al Yafasi,"http://maps.google.co.id/?q=3.011699,99.604411","Komplek Bunut Factory, Pt Bsp",0-081360615999,3.011699,99.604411
Sumatera Utara,Kab. Asahan,Klinik Utama,0028U018,Dr Elfitriani,"http://maps.google.co.id/?q=2.981173,99.623435",Jl. Sm Raja No 297,0-08126321172,2.981173,99.623435
Sumatera Utara,Kab. Asahan,Klinik Utama,0028U019,Dr Lobianna Nadeak,"http://maps.google.co.id/?q=2.585925,99.36523",Jalan Malik Ibrahim No 68,0-085270333560,2.585925,99.36523
Sumatera Utara,Kab. Asahan,Klinik Pratama,00280007,Rumkitban 01.08.01Kisaran,"http://maps.google.co.id/?q=2.816986,99.60513",Jl. Latsitarda Nusantara 8,0623-345117,2.816986,99.60513
Sumatera Utara,Kab. Asahan,Klinik Pratama,00280008,Tonkes Yonif 126 / Kc,"http://maps.google.co.id/?q=3.015406,99.85531",Jl. Kapten Piere Tendean,0-082361010249,3.015406,99.85531
Sumatera Utara,Kab. Asahan,Klinik Pratama,00280009,Klinik Polres Asahan,"http://maps.google.co.id/?q=2.781822,99.29324",Jl Hos Cokroaminoto No 14,062-441541,2.781822,99.29324
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B000,Klinik Estomihi,"http://maps.google.co.id/?q=3.000813,99.70438",Perintis Kemerdekaan No.18,0-062353336,3.000813,99.70438
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B001,Klinik Kesuma Bangsa,"http://maps.google.co.id/?q=2.734457,99.574167",Jl. Lintas Timur Dusun I ,0-0623 355324,2.734457,99.574167
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B002,Bp Poskes Lantamal Tj. Balai,"http://maps.google.co.id/?q=3.009977,99.844996",Jl Mesjid No.1,0623-92012,3.009977,99.844996
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B003,Klinik Gabriel Medical Centre,"http://maps.google.co.id/?q=2.957676,99.648243",Jalan Delima,0-81392360209,2.957676,99.648243
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B005,Klinik Sri Mersing Husada,"http://maps.google.co.id/?q=2.569124,99.64033",Sm Raja No 317,0-08127470554,2.569124,99.64033
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B006,Klinik Permata Bunda,"http://maps.google.co.id/?q=2.876021,99.683324",Dusun Iv,0-082304276784,2.876021,99.683324
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B007,Klinik Amanah,"http://maps.google.co.id/?q=2.921897,99.541228","Jln Besar Sei Silau Timur, Dsn",0-081269975988,2.921897,99.541228
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B009,Mediska Clinic Kisaran,"http://maps.google.co.id/?q=2.986152,99.619728",Jalan Cokroaminoto,0-081227890046,2.986152,99.619728
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B010,Klinik Siti Khadijah,"http://maps.google.co.id/?q=2.976099,99.638504",Jalan Setia Budi No 17 Kel. Se,0623-0,2.976099,99.638504
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B011,Klinik Pt Socfindo Aek Loba,"http://maps.google.co.id/?q=2.644059,99.650985",Pt Socfindo Kebun Aek Loba,,2.644059,99.650985
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B012,Klinik Aido Marsada,"http://maps.google.co.id/?q=2.78067,99.32292",Dusun Iv Jalan Besar Bp Mandog,0-081263117587,2.78067,99.32292
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B013,Puskesbun Ptpn Iv Pulu Raja,"http://maps.google.co.id/?q=2.697334,99.616881",Desa Orika,,2.697334,99.616881
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B014,Klinik Pt Padasa Enam Utama,"http://maps.google.co.id/?q=2.801912,99.674887",Dusun I Perkebunan Teluk Dalam,0-0623345089,2.801912,99.674887
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B015,Klinik Agrindo Indah Persada,"http://maps.google.co.id/?q=2.785254,99.325775",Dusun Vi Kel. Bp. Mandoge,0-081370029127,2.785254,99.325775
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B016,Puskesbun Ptpn 4 Bp Mandoge,"http://maps.google.co.id/?q=2.786839,99.289292",Ptpn 4 Kebun Bp Mandoge,0-082294029279,2.786839,99.289292
Sumatera Utara,Kab. Asahan,Klinik Pratama,0028B018,Klinik Babun Rizki,"http://maps.google.co.id/?q=2.9214,99.6741",Dsn Iv Desa Hessa Air Genting,0-085262488955,2.9214,99.6741
Sumatera Utara,Kab. Simalungun,Rumah Sakit,0029R004,RSUD Perdagangan,"http://maps.google.co.id/?q=2.961813,99.050177","Jl. Rajamin Purba, Sh",621-0853728102,2.961813,99.050177
Sumatera Utara,Kab. Simalungun,Rumah Sakit,0029R005,RSUD Tuan Rondahaim,"http://maps.google.co.id/?q=2.979298,98.830059",Komp.Perkantoran Skpd Pemkab,0622-331115,2.979298,98.830059
Sumatera Utara,Kab. Simalungun,Rumah Sakit,0029R006,Rumah Sakit Laras PTP IV,"http://maps.google.co.id/?q=3.11182,99.1725399",Jl. Besar Pekan Bahapal,0622-64337,3.11182,99.1725399
Sumatera Utara,Kab. Simalungun,Rumah Sakit,0029R009,RSU Mina Padi,"http://maps.google.co.id/?q=3.0325548,99.0834929",Jalan Medan Km 10 Sinaksak,0622-7439036,3.0325548,99.0834929
Sumatera Utara,Kab. Simalungun,Rumah Sakit,0207R001,RSUD Parapat,"http://maps.google.co.id/?q=2.667887,98.937705",Jl.Rumah Sakit Umum,0625-41332,2.667887,98.937705
Sumatera Utara,Kab. Simalungun,Rumah Sakit,0207R003,Rumah Sakit Balimbingan PTP IV,"http://maps.google.co.id/?q=2.986241,99.274435",Jl. Tanah Jawa,0622-7562036,2.986241,99.274435
Sumatera Utara,Kab. Simalungun,Puskesmas,00290902,Pamatang Silimahuta,"http://maps.google.co.id/?q=2.9538144,98.6270628",Pamatang Silimahuta,0-082165790636,2.9538144,98.6270628
Sumatera Utara,Kab. Simalungun,Puskesmas,02070101,Seribudolok,"http://maps.google.co.id/?q=2.9370409,98.611191",Seribudolok,0-081269071430,2.9370409,98.611191
Sumatera Utara,Kab. Simalungun,Puskesmas,02070201,Pem.Raya,"http://maps.google.co.id/?q=2.9670334,98.8307626",Pem. Raya,0-082161261644,2.9670334,98.8307626
Sumatera Utara,Kab. Simalungun,Puskesmas,02070301,Tanah Jawa,"http://maps.google.co.id/?q=2.96726,99.0818",Tanah Jawa,0812-081263681,2.96726,99.0818
Sumatera Utara,Kab. Simalungun,Puskesmas,02070302,Raja Maligas,"http://maps.google.co.id/?q=2.966023,99.646081",Raja Maligas,0813-75790811,2.966023,99.646081
Sumatera Utara,Kab. Simalungun,Puskesmas,02070303,Huta Bayu,"http://maps.google.co.id/?q=2.9612,99.28649",Huta Bayu,0-081361710841,2.9612,99.28649
Sumatera Utara,Kab. Simalungun,Puskesmas,02070401,Panei Tongah,"http://maps.google.co.id/?q=2.9252985,98.9269137",Panei Tongah,0-081362779973,2.9252985,98.9269137
Sumatera Utara,Kab. Simalungun,Puskesmas,02070501,Sidamanik,"http://maps.google.co.id/?q=2.8858,98.73066",Tiga Urung ,0-null,2.8858,98.73066
Sumatera Utara,Kab. Simalungun,Puskesmas,02070502,Sari Matondang,"http://maps.google.co.id/?q=3.172397,98.468743",Sari Matondang,0-081360016222,3.172397,98.468743
Sumatera Utara,Kab. Simalungun,Puskesmas,02070601,Sp.Angin,"http://maps.google.co.id/?q=2.8144296,98.7882816",Sp.Angin,0-08126202069,2.8144296,98.7882816
Sumatera Utara,Kab. Simalungun,Puskesmas,02070701,Tiga Dolok,"http://maps.google.co.id/?q=2.7977323,99.0294708",Tiga Dolok,0-085362618079,2.7977323,99.0294708
Sumatera Utara,Kab. Simalungun,Puskesmas,02070801,Perdagangan,"http://maps.google.co.id/?q=2.961856,99.05021999",Perdagangan,0853-72810283,2.961856,99.05021999
Sumatera Utara,Kab. Simalungun,Puskesmas,02070802,Pem.Bandar,"http://maps.google.co.id/?q=3.10704,99.245302",Pem. Bandar,,3.10704,99.245302
Sumatera Utara,Kab. Simalungun,Puskesmas,02070803,Bandar Masilam,"http://maps.google.co.id/?q=3.2455087,99.2896468",Bandar Masilam,0-081361499435,3.2455087,99.2896468
Sumatera Utara,Kab. Simalungun,Puskesmas,02070804,Kerasaan,"http://maps.google.co.id/?q=2.962896,99.08502",Kerasaan,0812-6598393,2.962896,99.08502
Sumatera Utara,Kab. Simalungun,Puskesmas,02070805,Bandar Huluan,"http://maps.google.co.id/?q=3.03719,99.08631",Bandar Huluan,0813-7621213,3.03719,99.08631
Sumatera Utara,Kab. Simalungun,Puskesmas,02070901,Sindarraya,"http://maps.google.co.id/?q=3.1148217,98.9190152",Sindarraya,0821-65599403,3.1148217,98.9190152
Sumatera Utara,Kab. Simalungun,Puskesmas,02071001,Silau Malaha,"http://maps.google.co.id/?q=2.925803,99.1068816",Silau Malaha,0000-082276058,2.925803,99.1068816
Sumatera Utara,Kab. Simalungun,Puskesmas,02071002,Simp. Bah Jambi,"http://maps.google.co.id/?q=3.533103,98.68481",Simp. Bah Jambi,0812-6202459,3.533103,98.68481
